,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
308,2.250.6,Keeling & Co.,Hill House / Kitchen,"An oval ashet made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Ashet,1899,1870,Burslem
309,2.250.7,Keeling & Co.,Hill House / Kitchen,"An oval ashet made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Ashet,1899,1870,Burslem
310,2.250.8,Keeling & Co.,Hill House / Kitchen,"An oval ashet made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Ashet,1899,1870,Burslem
311,2.250.9,Keeling & Co.,Hill House / Kitchen,"An oval ashet made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Ashet,1899,1870,Burslem
312,2.250.10,Keeling & Co.,Hill House / Kitchen,"An oval ashet made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Ashet,1899,1870,Burslem
313,2.250.11,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the plate on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
314,2.250.12,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the plate on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
315,2.250.13,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
316,2.250.14,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
317,2.250.15,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
318,2.250.16,Keeling & Co.,Hill House / Kitchen,"An dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
319,2.250.17,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
320,2.250.18,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
321,2.250.19,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
322,2.250.20,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
323,2.250.21,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
324,2.250.22,Keeling & Co.,Hill House / Kitchen,"A dinner plate made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Plate,1899,1870,Burslem
325,2.250.23,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
326,2.250.24,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
327,2.250.25,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
328,2.250.26,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
329,2.250.27,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
330,2.250.28,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1800,Burslem
331,2.250.29,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
332,2.250.30,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
333,2.250.31,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
334,2.250.33,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
335,2.250.34,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A soup bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
336,2.250.35,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
337,2.250.36,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
338,2.250.37,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
339,2.250.38,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
340,2.250.39,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
341,2.250.40,Keeling & Co.,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A dessert bowl made by Keeling & Co. in the Gloucester pattern, part of a dinner service set. Scalloped edge, gold rim and green floral pattern on the edge and centre of the bowl on cream ground. On the bottom is the maker's mark: ""RoNo 104604"" in a ribbon design with ""Gloucester K & Co"" written underneath.","Cooking, Dining and Drinking",Bowl,1899,1870,Burslem
