object_number,record_type,number_of_parts,object_category,object_name,title,description,material.part,condition.part,creator,creator.qualifier,creator.role,production.place,production.period,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,part_of_reference,parts_reference,current_location
2.232.25,single object,1,"Cooking, Dining and Drinking",Coffee-cup,,"A coffee cup with a looped handle decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the cup is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the cup.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.26,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.27,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.28,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.29,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.30,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.31,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped at the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.32,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.33,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round ceramic saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.34,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gild with a floral and fruit pattern on a cream ground. The edge of the saucer  is decorated with gild diagonal stripes.  ""Royal Crown Derby"" is stamped at the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.35,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped on the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.232.36,single object,1,"Cooking, Dining and Drinking",Saucer,,"A round saucer decorated in blue, rouge de fer and gilt with a floral and fruit pattern on a cream ground. The edge of the saucer is decorated with gilt diagonal stripes. ""Royal Crown Derby"" is stamped at the bottom of the saucer.",,,Royal Crown Derby,,Manufacturer,,Early 20th century,1900,,1929,,2.232,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.234,single object,1,"Cooking, Dining and Drinking",Porringer,,A small bowl with two flat triangular handles with red decoration and a red rim. The body of the porringer is decorated  with a hand painted cockerel and floral sprays.,,,,,,Fife,Early 20th century,1900,,1929,,,,Hill House / Flower Pantry / Cupboard 2017.4032.4
2.236,single object,1,"Cooking, Dining and Drinking",Jug,,"A jug glazed with a copper lustre effect and two bands of floral decoration. It has a tapered foot, a triangular spout and a curved looped handle.",,,,,,,19th century,1800,,1899,,,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.1,single object,2,"Cooking, Dining and Drinking",Tureen,,"An oval soup tureen with a lid in cream ceramic with scalloped edges and two fluted handles on each side. Decorated with a gold rim and a green floral design. On the bottom of the tureen there is the maker's mark stamped ""Seville, Stoke Ro No9 6042"". The cream ceramic lid is oval with a round ceramic finial and and space for a ladle. It is decorated with a  green floral pattern around the edges and floral decoration in the centre. There is no maker's mark on the lid.",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.1.2,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic oval serving plate with scalloped edges and decorated with a gold rim and a green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.2,single object,2,"Cooking, Dining and Drinking",Tureen,,"A cream ceramic oval soup tureen with a lid. Scalloped edges, two fluted handles on each side and decorated with a gold rim and a green floral design. On the bottom of the tureen is the maker's mark stamped ""Seville, Stoke Ro No9 6042."" The oval cream ceramic lid has a looped ceramic finial and space for a ladle. It is decorated with a green floral pattern around the edges and floral decoration in the centre. There is no maker's mark on the lid.",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.2.1,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic oval serving plate with scalloped edges decorated with a gold rim and a green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.3,single object,1,"Cooking, Dining and Drinking",Lid,,"A cream ceramic oval lid for tureen with scalloped edges and a round ceramic finial. Decorated with a gold rim and a green floral design. On the bottom of the lid is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.4,single object,1,"Cooking, Dining and Drinking",Sauce Boat,,"A cream ceramic oval sauce boat with scalloped edges and a looped handle. Decorated with a gold rim and a green floral design. On the bottom is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.4.1,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic oval plate for the sauce boat to sit on with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.5,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.6,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.7,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.8,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.9,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.10,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.11,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.12,single object,1,"Cooking, Dining and Drinking",Plate,,"A cream ceramic round plate with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the dish is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.13,single object,1,"Cooking, Dining and Drinking",Bowl,,"A cream ceramic soup bowl with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the bowl is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.14,single object,1,"Cooking, Dining and Drinking",Bowl,,"A cream ceramic soup bowl with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the bowl is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
2.237.15,single object,1,"Cooking, Dining and Drinking",Bowl,,"A cream ceramic soup bowl with scalloped edges and decorated with a gold rim and green floral design. On the bottom of the bowl is the maker's mark stamped ""Seville, Stoke Ro No9 6042.""",,,G. T. M.,,Maker,,Late 19th century,1870,,1899,,2.237,,Hill House / Flower Pantry / Cupboard 2017.4032.1
